,code,name,eps_x,eps_yoy,roe_x,time_point
2526,603790,雅运股份,0.98,13.95,17.04,2018-10-17
1002,603797,联泰环保,0.27,12.5,5.43,2018-10-17
890,603798,康普顿,0.32,-33.33,7.46,2018-10-17
209,603800,道森股份,0.3,204.12,6.73,2018-10-17
2904,603803,瑞斯康达,0.19,-40.63,3.2,2018-10-17
299,603806,福斯特,0.66,-28.26,6.82,2018-10-17
1393,603809,豪能股份,0.79,-43.52,7.68,2018-10-17
380,603810,丰山集团,1.58,49.71,16.5,2018-10-17
1254,603813,原尚股份,0.47,-17.54,7.06,2018-10-17
1994,603817,海峡环保,0.17,-4.7,5.41,2018-10-17
2772,603818,曲美家居,0.2,-44.44,5.8,2018-10-17
1132,603819,神力股份,0.27,28.57,4.37,2018-10-17
2567,603822,嘉澳环保,0.55,34.76,5.47,2018-10-17
3094,603823,百合花,0.67,76.32,11.38,2018-10-17
2356,603826,坤彩科技,0.33,20.57,11.67,2018-10-17
1773,603828,柯利达,0.17,41.67,6.5,2018-10-17
2448,603829,洛凯股份,0.21,-36.36,5.42,2018-10-17
2625,603833,欧派家居,2.85,21.79,17.58,2018-10-17
2648,603838,四通股份,0.2,53.85,7.59,2018-10-17
2664,603839,安正时尚,0.62,-18.42,9.38,2018-10-17
769,603843,正平股份,0.13,98.28,3.88,2018-10-17
2504,603848,好太太,0.46,21.05,16.24,2018-10-17
1256,603855,华荣股份,0.31,38.58,7.13,2018-10-17
2275,603856,东宏股份,0.49,-28.99,8.47,2018-10-17
2190,603858,步长制药,1.37,-17.25,9.08,2018-10-17
1212,603859,能科股份,0.16,81.71,2.7,2018-10-17
2530,603860,中公高科,0.22,-29.03,2.59,2018-10-17
217,603861,白云电器,0.25,23.04,5.73,2018-10-17
3060,603868,飞科电器,1.42,2.9,25.54,2018-10-17
3393,603869,新智认知,0.82,49.09,7.54,2018-10-17
1022,603871,嘉友国际,2.08,-27.23,17.41,2018-10-17
255,603876,鼎胜新材,0.45,0.0,6.23,2018-10-17
1751,603877,太平鸟,0.59,63.89,8.41,2018-10-17
2649,603878,武进不锈,0.71,54.35,6.98,2018-10-17
3027,603879,永悦科技,0.24,-4.0,6.45,2018-10-17
779,603880,南卫股份,0.4,-21.57,9.41,2018-10-17
2755,603883,老百姓,1.14,10.68,11.18,2018-10-17
3397,603885,吉祥航空,0.8,15.94,15.54,2018-10-17
1702,603886,元祖股份,1.03,25.61,18.93,2018-10-17
2532,603887,城地股份,0.49,-10.91,8.99,2018-10-17
1011,603888,新华网,0.34,1.85,6.22,2018-10-17
3096,603889,新澳股份,0.43,-8.51,7.35,2018-10-17
2007,603890,春秋电子,0.47,-58.77,6.65,2018-10-17
2360,603895,天永智能,0.48,-44.83,10.93,2018-10-17
1400,603900,莱绅通灵,0.63,-12.5,9.11,2018-10-17
787,603901,永创智能,0.17,21.43,7.14,2018-10-17
2508,603903,中持股份,0.63,100.32,8.59,2018-10-17
674,603908,牧高笛,0.64,-24.71,9.42,2018-10-17
1928,603909,合诚股份,0.35,-25.32,5.37,2018-10-17
2330,603912,佳力图,0.38,-20.83,12.24,2018-10-17
2533,603916,苏博特,0.73,46.0,11.37,2018-10-17
1015,603917,合力科技,0.43,-32.22,7.86,2018-10-17
292,603918,金桥信息,0.15,334.47,5.08,2018-10-17
2010,603919,金徽酒,0.44,-10.2,8.54,2018-10-17
1026,603922,金鸿顺,0.38,-50.0,4.27,2018-10-17
1457,603926,铁流股份,0.53,-38.37,5.76,2018-10-17
2655,603929,亚翔集成,0.66,37.5,13.71,2018-10-17
2672,603933,睿能科技,0.73,-52.39,10.4,2018-10-17
1821,603936,博敏电子,0.38,13.31,7.22,2018-10-17
25,603937,丽岛新材,0.42,-6.67,6.91,2018-10-17
110,603938,三孚股份,0.58,-22.67,8.65,2018-10-17
676,603939,益丰药房,0.85,40.2,3.17,2018-10-17
2197,603955,大千生态,0.5,-27.32,4.83,2018-10-17
2113,603958,哈森股份,0.03,-64.58,0.65,2018-10-17
1149,603959,百利科技,0.29,11.54,9.04,2018-10-17
2416,603960,克来机电,0.31,10.71,9.37,2018-10-17
906,603963,大理药业,0.04,-92.31,1.17,2018-10-17
2720,603966,法兰泰克,0.23,-19.36,5.54,2018-10-17
2362,603968,醋化股份,0.73,40.38,10.66,2018-10-17
352,603969,银龙股份,0.11,-52.17,5.51,2018-10-17
1462,603970,中农立华,0.57,-21.41,10.95,2018-10-17
1406,603978,深圳新星,0.51,-61.65,6.1,2018-10-17
1101,603987,康德莱,0.26,-10.34,8.91,2018-10-17
3435,603988,中电电机,0.17,-43.33,5.78,2018-10-17
301,603989,艾华集团,0.58,-22.76,11.53,2018-10-17
1466,603998,方盛制药,0.14,-17.65,6.0,2018-10-17
2632,603999,读者传媒,0.05,-41.3,1.82,2018-10-17
